1691892000# #3# #10763# #0.11179569883233198
1704084334# #0# #182# #0.20446587107082412
1703217581# #0# #2000000# #0.04612717849617976
1701226554# #0# #10993# #0.03871280952211108
1704006086# #0# #2000000# #0.00448675807780613
1704503837# #0# #29# #0.1229467193195105
1688788800# #1# #101# #0.05415010518702892
1703485628# #0# #6426# #0.1772594053348788
1702521957# #0# #0# #0.08721011869024267
1699415983# #0# #2# #0.008343329683544098
1690199139# #0# #0# #0.6754572061786576
1698247466# #0# #2# #0.00664416767265843
1689771194# #0# #2# #0.6946637666230876
1688216086# #0# #5# #0.09745891849999734
1692690145# #0# #212# #0.26577946783815287
1689002768# #0# #3# #0.6386101094557064
1693927314# #0# #4# #0.018267160613648546
1703242432# #0# #4# #0.2548068898587808
1698565903# #0# #2# #0.9043148995639119
1692112224# #0# #4# #0.8277883850738875
1696480442# #0# #0# #0.10614696018603494
1689833865# #0# #1# #0.6581826966809631
1692962300# #0# #2# #0.7200255603714851
1700673094# #0# #2# #0.026044512324961036
1691586836# #0# #2# #0.004227615210576142
1689871485# #0# #2# #0.9484513574562191
1695787574# #0# #0# #0.003943665535023233
1699896433# #0# #3# #0.2128837320759178
1694437917# #0# #0# #0.0061146931406909225
1693488475# #0# #27# #0.007958570306097075
1701676250# #0# #0# #0.006250347759648872
1693662837# #0# #28# #0.8879118935733479
1691945995# #0# #4# #0.0036212900439430095
1692613294# #0# #2# #0.11014624773117287
1689595764# #0# #2# #0.24402525605496328
1700324238# #0# #0# #0.13522682938862127
1704011133# #0# #0# #0.006244742527343917
1688549494# #0# #214# #0.9171996252633879
1690616050# #0# #0# #0.5342621827882243
1699944937# #0# #0# #0.014003866165715969
1692088848# #0# #3# #0.40262393670607216
1688270219# #0# #209# #0.3759840581541874
1702113458# #0# #212# #0.4481939420422875
1700633727# #0# #6# #0.22130589602055933
1690288618# #0# #213# #0.5714677875975976
1689154318# #0# #0# #0.08256340485417661
1701184396# #0# #3# #0.33199662240508027
1688106509# #0# #207# #0.30372795894445437
1689433598# #0# #0# #0.3590775706276233
1688204986# #0# #0# #0.4246762057276054
1696956787# #0# #4# #0.1564542130983262
1693907049# #0# #0# #0.06375539924832488
1697436194# #0# #6# #0.00461203449326763
