1687695900# #3# #82# #0.03855530462900184
1702444919# #0# #4# #0.2721807538775608
1696488381# #0# #224# #0.02579908883010577
1700283843# #0# #37# #0.05339800083759667
1692810738# #2# #5671# #0.16772727533635917
1702983745# #0# #61# #0.01826049816096975
1702462631# #0# #27# #0.47949685707053474
1703925695# #0# #48# #0.12793089652496514
1698448620# #0# #485# #0.013677076645938861
1692014115# #0# #4# #0.53685263643372
1699019164# #0# #50# #0.39972289899076735
1696637365# #-1# #1# #0.04503452339691966
1688249784# #-1# #0# #0.3827325199828529
1689557571# #-1# #1# #0.25116975243782125
1702992342# #-1# #0# #0.909554057533624
1698028399# #-1# #0# #0.01337400965249744
1689557664# #-1# #3# #0.3850848138238307
1688270796# #-1# #4# #0.22751630214621332
1687851033# #-1# #0# #0.6864272042699083
1696341291# #-1# #0# #0.045455651643733865
1695125275# #-1# #0# #0.030880380738939853
1693572779# #-1# #0# #0.15418501816062188
1689074718# #-1# #0# #0.06391812644565589
1691316449# #-1# #0# #0.2887401560026457
1687302771# #-1# #0# #0.49483932045549966
1696484829# #-1# #0# #0.004578907100932918
1687774303# #-1# #0# #0.4709294591727035
1696626811# #-1# #0# #0.20970385143009887
1688299378# #-1# #0# #0.2328003901507834
1687774108# #-1# #2# #0.07640254492139137
1702624703# #-1# #0# #0.034188653676188334
1687773502# #-1# #0# #0.17470349364462107
