1696177096# #-1# #0# #0.4522521462819124
1691016960# #0# #375# #0.5446594684794017
1690198210# #0# #3723# #0.15484144694546542
1692252541# #0# #137# #0.009122647945302337
1689159894# #0# #135# #0.12932461336544948
1703245136# #0# #122# #0.4417616403999675
1700194682# #0# #10# #0.00406485846416428
1699338829# #0# #130# #0.029573875193378788
1701001576# #0# #111# #0.21996096473741683
1703237211# #0# #123# #0.009196989228092731
1699251908# #0# #14# #0.014970322110045469
1700281517# #0# #10# #0.005021561378008731
1704255713# #0# #131# #0.11268668137831737
1701702228# #0# #112# #0.9989516398209098
1703923640# #0# #113# #0.00435848737847855
1698403748# #0# #115# #0.34335486764178635
1704174695# #0# #118# #0.004714559932125432
1694496599# #0# #125# #0.006749062397470376
1691991314# #0# #129# #0.005945904928667489
1688989480# #0# #145# #0.19062467071972922
1687438307# #0# #163# #0.08579575777264561
1687763409# #0# #148# #0.25104092241527104
1691214885# #0# #173# #0.025634886442957448
1687523864# #0# #152# #0.8455113296472251
1689590652# #0# #157# #0.3298308224871987
1694006097# #0# #122# #0.12014811955627859
1692856431# #0# #218# #0.004735565212748999
1693809685# #0# #127# #0.007188937539252679
1703999180# #0# #117# #0.0067043651887138365
1699783843# #0# #123# #0.5175294054626519
1704525852# #0# #5# #0.1411756151247093
1696914745# #0# #127# #0.005916360715860951
1700733240# #0# #117# #0.21534657277961547
1691067423# #0# #401# #0.14292370039636565
1700886689# #0# #111# #0.13229690491882046
1703419435# #0# #220# #0.08894676612090699
1698208547# #0# #140# #0.003747558277509906
1702203014# #0# #100# #0.9670508451991155
1702711173# #0# #121# #0.0052996060499885264
1694928372# #0# #124# #0.006081824904091103
1692337355# #0# #127# #0.4711086325731829
1703676518# #0# #169# #0.7780655753890537
1696416909# #0# #122# #0.6264897828691174
1697890632# #0# #127# #0.5064660371325154
1691646478# #0# #151# #0.04424057819338494
1693891641# #0# #134# #0.004889660092077917
1690176655# #0# #159# #0.006411009902776991
1699937306# #0# #131# #0.005503534881363963
1692508487# #0# #134# #0.0063513541772100895
1689854628# #0# #166# #0.24272397957082092
1689571227# #0# #129# #0.00369879556942896
1690781902# #0# #172# #0.007034852351542107
1688041763# #0# #168# #0.1719549748320904
1697719931# #0# #127# #0.3065907991821255
1701405666# #0# #111# #0.005021561378008731
1696739627# #0# #125# #0.005107295732462722
1687868919# #0# #151# #0.14095408875007862
1695794895# #0# #129# #0.003789558108921002
1697864188# #0# #126# #0.00404662210033093
1695704894# #0# #124# #0.004677000003975497
1694865761# #0# #134# #0.8781256029232284
1690027743# #0# #161# #0.10927531694719272
1704501183# #0# #12# #0.037715479785313345
1690263232# #0# #142# #0.022177079574418637
1693225483# #0# #129# #0.04855354973880189
1690611874# #0# #165# #0.004772858850741539
1701932659# #0# #111# #0.008553757722282526
1703849715# #0# #104# #0.006439531967559435
1692879177# #0# #212# #0.4620528999409749
1690418414# #0# #147# #0.27517828097316815
1695733599# #0# #118# #0.27442616135158565
1702729403# #0# #121# #0.11223472900189425
1687833921# #0# #154# #0.1366594963948004
1702603918# #0# #121# #0.004618526259621857
1692443921# #0# #126# #0.21324364348338237
1689247836# #0# #145# #0.022188078860433717
1701603171# #0# #112# #0.5779424525925837
1702969248# #0# #127# #0.9952964142417743
1694065786# #0# #117# #0.022209442334599306
1702532247# #0# #113# #0.003879991019229918
