1689987055# #2# #219# #0.28025161153821515
1702026211# #0# #248# #0.826916294490666
1695284347# #0# #55# #0.9904574756830467
1694966175# #0# #13# #0.39486217358944203
1696505167# #0# #5# #0.004825616707462801
1698818406# #1# #968# #0.23522026389289674
1703380342# #0# #28# #0.8694098256079165
1703067954# #0# #302# #0.23214075337463042
1695870006# #0# #269# #0.11033656769704116
1697124751# #0# #28# #0.6397264132747869
1689811318# #0# #2269# #0.6184816003003868
1695605409# #3# #590# #0.0330182464060636
1695536904# #0# #64# #0.12157086960052788
1694543961# #3# #49# #0.49984020356728337
1695366918# #0# #42# #0.40363236687199483
1695223483# #0# #41# #0.10374017357802386
1699254586# #-1# #0# #0.03084201498407649
1696739640# #0# #989# #0.7401443720157337
1694355558# #0# #16# #0.0050903048829033645
1703263588# #0# #44# #0.6944298343949412
1695894523# #0# #0# #0.23201151690153937
1701710931# #0# #0# #0.17699637799649526
1690253194# #0# #1# #0.853104526975505
1698820200# #0# #1# #0.19703422191898068
1703825387# #0# #0# #0.015577960393695203
1688976434# #0# #2# #0.34080259018376924
1691296774# #0# #2# #0.0668089288295753
1704169032# #0# #0# #0.03966412016706239
1695629113# #0# #0# #0.01050477636653336
1695483482# #0# #0# #0.6864272042699083
1692364345# #0# #0# #0.01564872782023316
1698568384# #0# #0# #0.8670592700248639
1695346117# #0# #2# #0.1644157607934164
1703216122# #0# #1# #0.3839099352182016
1693641941# #0# #1# #0.0899075564940057
1703215661# #0# #0# #0.4053134008998722
1688612918# #0# #3# #0.0710779988046262
1697721027# #0# #0# #0.03045936241307208
1694133920# #0# #0# #0.06987488363823045
1699613323# #0# #2# #0.469458338924406
1694540260# #0# #0# #0.8319942560982628
1694592734# #0# #0# #0.32488072051562017
1688440947# #0# #411# #0.1415158566708212
1694518809# #0# #1# #0.0567052171487011
1692976479# #0# #2# #0.7667343305538529
1695742815# #0# #0# #0.6208564420038376
1694565842# #0# #0# #0.49088651017955004
1703084984# #0# #0# #0.004578907100932918
1695656899# #0# #12# #0.005428272770086311
1689727112# #0# #0# #0.012039163173066131
1697727103# #0# #0# #0.08931564666318745
1703490244# #0# #0# #0.8108793585784465
1698470837# #0# #2# #0.9132592465022679
1699250063# #0# #3# #0.08387977281244019
1695457255# #0# #0# #0.023406992368429677
1689333422# #0# #1# #0.06274852206693558
1695527035# #0# #0# #0.22612275212975252
1694966085# #0# #0# #0.9951465204408376
1689489088# #0# #4# #0.017741774400355927
1696054134# #0# #1# #0.020289393009073366
1698888151# #0# #0# #0.256325983159422
1691516346# #0# #0# #0.9218434785839215
1694613227# #0# #1# #0.19656433201083873
1700976702# #0# #0# #0.19554347781314063
1694951987# #0# #0# #0.019334689824831254
1688540852# #0# #2# #0.02327104102520828
1695964360# #0# #2# #0.025769488916937016
1688887525# #0# #1# #0.11722808225895363
1698820095# #0# #0# #0.7277909388069863
1699426248# #0# #1# #0.11883688412444918
1699445404# #0# #0# #0.9762032156800684
1690272965# #0# #0# #0.15684219564400367
1695544886# #0# #1# #0.5828027927440903
1688487905# #0# #2# #0.2928920555296477
1692170513# #0# #0# #0.05002805317713158
1691756698# #0# #0# #0.9971992537183632
1698640127# #0# #2# #0.6944567645279563
1694053633# #0# #0# #0.6548252431693248
1689582670# #0# #1# #0.8226390029477337
1698849070# #0# #0# #0.5694139858283728
1698583462# #0# #4# #0.14040041622494423
1690875463# #0# #31# #0.21253934925341064
1695623261# #0# #4# #0.023383044840482176
1701829641# #0# #0# #0.4365356174656468
1698713254# #0# #0# #0.7085345412470004
1690073512# #0# #38# #0.1339008892345992
1689207200# #0# #0# #0.03370736934640772
1698634817# #0# #1# #0.1453013151603185
1695725897# #0# #1# #0.6241204033875217
1695457420# #0# #0# #0.36586251364707373
1703512643# #0# #3# #0.9624109713999903
1696772156# #0# #0# #0.01746956683074462
1698683233# #0# #1# #0.00650800365178469
1694539048# #0# #0# #0.228309014683422
1702535806# #0# #0# #0.009531964540520514
1696474769# #0# #2# #0.24426850189349963
1695963178# #0# #0# #0.08993863530766337
1697121454# #0# #0# #0.3257364387361385
1698797083# #0# #0# #0.92966013583778
1703341085# #0# #0# #0.7362750124808016
1695811562# #0# #1# #0.010943658932319755
1694783665# #0# #0# #0.19969211807913279
1690444708# #0# #0# #0.14422726222154075
1698562311# #0# #5# #0.25548534610191526
1690264943# #0# #1# #0.21782822116082334
1695216742# #0# #0# #0.13837887884143799
1689912061# #0# #2# #0.9974612819136798
1694967933# #0# #0# #0.0050878936513965856
1693463206# #0# #0# #0.6977399592198451
1696517267# #0# #0# #0.33612354188518656
1688368866# #0# #115# #0.029060522129590396
