1704469463# #-1# #12# #0.8407848017824407
1699800092# #0# #2000000# #0.3973790972646046
1700315904# #0# #2000000# #0.06440635090268887
1704425640# #2# #432# #0.03787601172768947
1704531729# #3# #675# #0.49929186081654714
1695225695# #0# #5284# #0.7887792859558096
1699723434# #0# #42# #0.3201510061284242
1695225838# #0# #2933# #0.01008143647823574
1703120445# #2# #361# #0.2677229439525642
1704549004# #0# #31# #0.0878671115140773
1694833866# #7# #1034654# #0.03739828331644859
1702910734# #0# #0# #0.03182619358439081
1699800334# #0# #0# #0.9860253697189477
1700130482# #0# #0# #0.809280286787529
1702957157# #0# #0# #0.6374780162780795
1699892003# #0# #0# #0.6431534217061595
1703294120# #0# #0# #0.22167106342698392
1700212805# #0# #0# #0.13644093679864697
1700492877# #0# #0# #0.13644093679864697
1704520310# #0# #0# #0.9587396069144378
1702565278# #0# #5# #0.9600693816787715
1699793260# #0# #0# #0.9906673040805262
1700373031# #0# #3# #0.076964657403175
1704294914# #0# #0# #0.5692516731992535
1702650145# #0# #0# #0.22820830878653767
1700112876# #0# #0# #0.2446728059996919
1702547148# #0# #0# #0.00427650238707648
1700873782# #0# #0# #0.0067052670667199655
1704032395# #0# #0# #0.054591933315486355
1704078592# #0# #0# #0.018741638558554895
1701732300# #0# #0# #0.02716043272379902
1702209353# #0# #0# #0.6473064253185089
1703131627# #0# #0# #0.23032788460178322
1703405787# #0# #0# #0.13644093679864697
1704025967# #0# #0# #0.8656136351534046
1703504199# #0# #0# #0.13644093679864697
1699869199# #0# #0# #0.11149858008418068
1704021054# #0# #0# #0.032807363494387475
1701227659# #0# #0# #0.24413921203744432
1700193760# #0# #0# #0.010157452430550993
1704118383# #0# #0# #0.010210837376437682
1702910671# #0# #0# #0.009085328924584208
1704119609# #0# #0# #0.15309486377134857
1700472590# #0# #0# #0.2949745586732195
1704038400# #0# #2# #0.7912951497706799
1704038340# #0# #0# #0.21135083745232153
1704527504# #0# #0# #0.015142987949686484
1703170737# #0# #0# #0.01768237421492245
1704038935# #0# #0# #0.004370591546916112
1703937798# #0# #0# #0.10294462217548052
1702635036# #0# #0# #0.421711739551127
1704095350# #0# #0# #0.10028609418846927
1702620780# #0# #0# #0.28686733985105456
1704199398# #0# #0# #0.13644093679864697
1701352728# #0# #3# #0.06524589854383203
1700318531# #0# #0# #0.9153534177481574
1701355845# #0# #0# #0.10207657519932238
1704507393# #0# #0# #0.14387036033503262
1701698388# #0# #0# #0.027306069988323682
1701429859# #0# #0# #0.922033820926744
1701319621# #0# #0# #0.6411628187144185
1701319340# #0# #0# #0.3275196409322163
