1700646857# #-1# #1# #0.043386176061877155
1701244504# #0# #100# #0.1167687573368825
1702356387# #0# #55# #0.9352292415354774
1701132302# #0# #85# #0.9814019820815011
1702628345# #0# #61# #0.012920711004130964
1702551266# #0# #26# #0.7267295956731455
1703153433# #0# #49# #0.01047648194346307
1702450755# #0# #40# #0.010286007874817368
1701495948# #0# #91# #0.010113262242054381
1701066405# #0# #51# #0.04619500199156891
1700301701# #0# #285# #0.6302155531232585
1701332569# #0# #51# #0.1380565408007145
1702901166# #0# #134# #0.2833488931597676
1703832502# #0# #154# #0.4096789145517264
1700905712# #0# #892# #0.0057651988250122296
1701685036# #0# #18# #0.11723974631525517
1701864484# #0# #58# #0.18930980073528458
1703754368# #0# #36# #0.0058544927602764574
1701696086# #0# #79# #0.005395170957917213
1701908926# #0# #73# #0.8898048222645115
1701598666# #0# #19# #0.19426810627408922
1701435192# #0# #60# #0.007771166618847085
1701757194# #0# #29# #0.12936642513156435
1701767895# #0# #335# #0.925670003812387
1702978747# #0# #196# #0.017018902169009576
