1696662946# #1# #6508# #0.08944918679127205
1697794989# #0# #24# #0.889505273378413
1695891305# #0# #8# #0.522881593307413
1694523213# #0# #114# #0.010780830055473038
1692521539# #0# #182# #0.7204797275306257
1691118175# #0# #83# #0.07267958176211847
1690877917# #0# #549# #0.010335157197314824
1692503460# #0# #811# #0.035414067397803284
1693921370# #0# #182# #0.020700787857064033
1690620500# #0# #147# #0.2069582164230404
1691026463# #0# #54# #0.8164291417533523
1694157017# #0# #109# #0.9837907704466357
1690526829# #0# #89# #0.2576169981597784
1690182352# #0# #269# #0.6688596868493448
1691574594# #0# #193# #0.30276404268447354
1692611241# #0# #105# #0.11449308783199817
1692928372# #0# #291# #0.27449318547147045
1696756964# #0# #234# #0.4570074700025803
1692694945# #0# #166# #0.003598379658701723
1691914547# #0# #137# #0.26802050096162094
1694303869# #0# #616# #0.09317575317583036
1697103846# #0# #274# #0.01759491133400406
1694089717# #0# #992# #0.7663563553713179
1694683040# #0# #203# #0.2538076027684151
1688891494# #0# #175# #0.2886715618032906
1692657334# #0# #191# #0.9941459256219842
1694040313# #0# #400# #0.6720411574268067
1693971508# #0# #353# #0.02050057287024442
1693033224# #0# #268# #0.4390948674871611
1697027684# #0# #102# #0.2661072107053096
1696811737# #0# #144# #0.5922681568681183
1696321352# #0# #1235# #0.9109843574172227
1694695810# #0# #347# #0.11610168971499499
1696490699# #0# #1695# #0.613874905766913
1696913802# #0# #406# #0.01056427222215571
1696207745# #0# #205# #0.939642711907232
1694646674# #0# #229# #0.014448341580363299
1692852246# #0# #115# #0.42750834158996515
1687232604# #0# #170# #0.03141149976465507
1692281353# #0# #513# #0.0948049400537321
1694263991# #0# #154# #0.7912850684264902
1696854902# #0# #275# #0.3651447903143606
1691325867# #0# #178# #0.1765039810418601
1689030224# #0# #196# #0.37045874208693635
1690108660# #0# #310# #0.684461919258274
1694252313# #0# #65# #0.3012314959654117
1688013088# #0# #349# #0.12996567429431735
1690764584# #0# #853# #0.018312896103535453
1692922309# #0# #262# #0.07163000330260802
1688681925# #0# #72# #0.7481378812293066
1691202499# #0# #375# #0.0830498263668565
1690097319# #0# #235# #0.521006416150277
1692744379# #0# #271# #0.2624189868060833
1693184170# #0# #290# #0.40415102298394456
1696201133# #0# #522# #0.23466838094749548
1690755258# #0# #248# #0.8495188129231834
1696215521# #0# #647# #0.1056207458490621
1697077600# #0# #379# #0.17721049727809757
1687393120# #0# #688# #0.6966027286553105
1696764243# #0# #315# #0.07333207844686504
1691545633# #0# #158# #0.40857692255180644
1696915440# #0# #133# #0.5219474464052131
1689855204# #0# #222# #0.6990103644431016
