1704265495# #3# #6744# #0.022751133486650643
1704378199# #0# #78# #0.4946702188911298
1704352356# #-1# #81# #0.19238507866253782
1704420001# #0# #1078# #0.16769089601216575
1704361560# #-1# #25# #0.19066484832504038
1704361551# #0# #40# #0.9792588682208773
1704465481# #0# #0# #0.01551724917835875
1704468507# #0# #8# #0.8479239754707789
1704470125# #0# #0# #0.8893114500647571
1704465495# #0# #0# #0.1285620477083572
1704380752# #0# #71# #0.5079226031271912
1704469933# #0# #7# #0.7421746216211217
1704467740# #0# #17# #0.6046026065925916
1704468140# #0# #0# #0.029657883050115214
1704518796# #0# #0# #0.9992488817741617
1704256980# #0# #0# #0.008583144155178635
1704467718# #0# #0# #0.06046021642961385
1704210648# #0# #1# #0.06854083749533846
