1695186615# #3# #5738# #0.9063350127224068
1694349264# #0# #7# #0.9000446534149331
1697279197# #0# #1318# #0.5237974974592546
1694926950# #0# #13# #0.041131557872119646
1698226200# #2# #3475# #0.16147387268353441
1702948902# #0# #87# #0.938120217614265
1702303967# #0# #45# #0.4622199691989099
1700904159# #0# #325# #0.6940428547115468
1700311647# #0# #25# #0.2897762538194824
1694275205# #2# #936# #0.06191507588110853
1698407519# #0# #294# #0.6975954761176871
1699010713# #0# #105023# #0.49483662763030795
1694580359# #0# #429# #0.24486808323348147
1694676574# #0# #5# #0.3272766765469359
1701351240# #0# #153# #0.015051466566152132
1694509440# #0# #4672# #0.33607263889025396
1700894871# #0# #0# #0.15839336085202022
1700892619# #0# #2234# #0.15465403777772369
1694840490# #0# #2860# #0.023350206695138064
1695182400# #2# #65# #0.08347774362220765
1703261317# #0# #1013# #0.7972378457974184
1695018660# #1# #69# #0.1516003281226615
1702530172# #0# #288# #0.21940948630788834
1696596476# #0# #2471# #0.21039196629432189
1698366094# #0# #107# #0.019778867204567112
1703313488# #0# #2942# #0.9832492749338883
1702855100# #0# #795# #0.09284587163647362
1694916445# #0# #143405# #0.046215303018596283
1699005696# #0# #3# #0.0047446444450500985
1698394127# #0# #3884# #0.6284061317834577
1703985927# #0# #4# #0.9889804878106091
1703160548# #0# #1015# #0.3894176310941128
1700188790# #0# #1068# #0.5119401805778009
1697627760# #0# #4975# #0.7093159148260612
1694782101# #0# #0# #0.13370247193851248
1695185710# #0# #10# #0.03164337788509151
1702694372# #0# #0# #0.7213685582413675
1694771562# #0# #1# #0.4646688066195092
1702767365# #0# #0# #0.004578907100932918
1697531760# #0# #1# #0.1804888032986896
1702272508# #0# #1# #0.4865401528625312
1696746923# #0# #2# #0.004578907100932918
1701404938# #0# #3# #0.2757303412891525
1703038706# #0# #0# #0.004578907100932918
1694945159# #0# #1# #0.004578907100932918
1694394124# #0# #0# #0.004578907100932918
1695259838# #0# #1# #0.6941402588110351
1702767892# #0# #0# #0.004578907100932918
1702383817# #0# #0# #0.004578907100932918
1697333891# #0# #1# #0.004578907100932918
