1691722594# #-1# #816# #0.9585752944587164
1701486170# #0# #0# #0.23358671819062382
1701328200# #0# #72# #0.5767017954585233
1699098000# #0# #67# #0.06450606400294763
1698839400# #0# #64# #0.006225137862764523
1698474601# #0# #69# #0.2416945391960039
1702948088# #0# #40# #0.9854868723107398
1694137230# #0# #0# #0.6499139333759713
1700710200# #0# #50# #0.012133208942310496
1701075480# #0# #64# #0.15818060016796212
1694592621# #0# #1# #0.836920803832479
1696576800# #0# #0# #0.35342310365665613
1697161200# #0# #73# #0.15658381669837756
1692350236# #0# #72# #0.9354516870790672
1696660800# #0# #78# #0.36887695190824216
1697522408# #0# #145# #0.28781438649154256
1703123400# #0# #41# #0.8807815462934606
1693202559# #0# #71# #0.11580527702912981
1693020241# #0# #86# #0.9359323045435551
1695784320# #0# #1# #0.0479830212289072
1693271776# #0# #70# #0.26215494497533126
1697427780# #0# #63# #0.6416286400815335
1694656006# #0# #1# #0.9988960947418003
1698478800# #0# #53# #0.9994364990665986
1702110000# #0# #76# #0.17825615464488642
1700980201# #0# #87# #0.5671600343629155
1691568736# #0# #70# #0.2765978785775427
1697098800# #0# #67# #0.1564887857751148
1704008232# #0# #72# #0.003329895098165919
1698983400# #0# #46# #0.5774521351100067
1693625607# #0# #0# #0.7667182214244932
1699512000# #0# #64# #0.03499232225246466
1695353990# #0# #0# #0.7503713848571312
1703761800# #0# #70# #0.06394500655811461
1696389120# #0# #0# #0.9997554208524829
1702350600# #0# #74# #0.9842817925850039
1694849400# #0# #1# #0.09481415324964537
1697599980# #0# #70# #0.8568819690775903
1701049800# #0# #68# #0.031083936272148387
1695630600# #0# #0# #0.2608333130688137
1694176320# #0# #0# #0.022556500879953804
1703247600# #0# #49# #0.15430803272417498
1691738997# #0# #136# #0.03130191792045408
1692840307# #0# #70# #0.19007466184349375
1701138600# #0# #65# #0.4657151795807753
1700452680# #0# #60# #0.02575446386405104
1694770200# #0# #0# #0.08055931902454408
1700220600# #0# #68# #0.5564682146975533
1692412924# #0# #71# #0.054096881696295576
1695026580# #0# #0# #0.558614537816058
1692416889# #0# #71# #0.5903499845658268
1694425874# #0# #0# #0.03484680982563319
1703073000# #0# #67# #0.9865497422644923
1699327200# #0# #73# #0.06739204476294221
1691726522# #0# #65# #0.5517571291222464
1702885800# #0# #63# #0.08757688214011743
1700623800# #0# #60# #0.9125025036700206
1694006051# #0# #0# #0.8981198237208409
1700049480# #0# #73# #0.11282908208496258
1697611200# #0# #0# #0.059871535149260725
1692946179# #0# #70# #0.641308738957094
1697530800# #0# #65# #0.2270352201668746
1694589870# #0# #0# #0.3612703375274996
1699352349# #0# #62# #0.9103453663635829
1702184561# #0# #74# #0.47137187274462183
1703818200# #0# #71# #0.15914312890395574
1700120400# #0# #53# #0.39891799063458916
1698805801# #0# #66# #0.44957473892162075
1701602400# #0# #71# #0.8817869110587483
1695115320# #0# #0# #0.8880240332702879
1694856000# #0# #0# #0.8965269823112586
1697703120# #0# #72# #0.007576174451341067
1694161077# #0# #2# #0.452403485569604
1702537667# #0# #40# #0.04711165345530845
1703488800# #0# #43# #0.2689568586261375
