1690117742# #-1# #18# #0.30707164445403423
1699949444# #0# #1# #0.5463102083720544
1696114703# #0# #2# #0.08174596907408796
1693497430# #0# #3# #0.36696313474849307
1690511502# #0# #1# #0.7482086288058077
1691121244# #0# #0# #0.8671599035306433
1698762162# #0# #4# #0.5960069885214195
1701221974# #0# #0# #0.416529878470481
1699970604# #0# #2# #0.156404221983236
1691333289# #0# #1# #0.6020205698630368
1689086213# #0# #1# #0.4401452786485897
1691552510# #0# #0# #0.4090550479475874
1699155952# #0# #0# #0.035883848357328677
1693135163# #0# #0# #0.1586199402035508
1694697534# #0# #1# #0.0579074257682503
1689814073# #0# #0# #0.2541215270831515
1702748756# #0# #0# #0.8220038615146505
1696872685# #0# #0# #0.6864272042699083
1698579318# #0# #0# #0.1702921338349943
1699005270# #0# #0# #0.9976206344378417
1689178718# #0# #1# #0.600587579688886
1701905561# #0# #2# #0.6148988819351838
1694131435# #0# #1# #0.20557058114731466
1695303711# #0# #9# #0.7617366973102575
1690621584# #0# #3# #0.004992018064304755
1698761407# #0# #7# #0.012114913368295788
1702969830# #0# #3# #0.3059535033770795
1692321154# #0# #2# #0.11212805098568644
1687909106# #0# #3# #0.37073747978862304
1692324224# #0# #0# #0.7750514991020082
1694488026# #0# #2# #0.023750394324576676
1691335842# #0# #0# #0.10808671330980048
1690514812# #0# #2# #0.3458781685183911
1698936061# #0# #0# #0.42040381052893266
1698923794# #0# #0# #0.3143458242479649
1701081509# #0# #3# #0.5127596284696366
1700872019# #0# #0# #0.9549330936624444
1687083579# #0# #1# #0.11723393554834224
1701921407# #0# #1# #0.6099140595657061
1703817568# #0# #0# #0.01671360666110594
1692368192# #0# #0# #0.041760007003713066
1701512279# #0# #2# #0.10675486328959623
1689432859# #0# #5# #0.560525987320477
1689354893# #0# #1# #0.2167915402356491
1700045107# #0# #2# #0.38096324680402355
1690872540# #0# #3# #0.07484472629373731
1696348370# #0# #1# #0.23653580795874973
1700235155# #0# #0# #0.5688161050339698
1693054882# #0# #0# #0.048371260299435156
1688551934# #0# #1# #0.32148135441294523
1699201006# #0# #0# #0.14094508124657248
1693715249# #0# #2# #0.026254037602280046
1695742109# #0# #1# #0.1165296046686202
1695526077# #0# #0# #0.037174691782665775
1700234006# #0# #0# #0.8125865641400566
1701333534# #0# #2# #0.043058210028736166
1686961463# #0# #4# #0.6225729517262588
1698631779# #0# #2# #0.07126086022929816
1695632056# #0# #2# #0.12889442938754953
1687471123# #0# #2# #0.6828431414163202
1687561118# #0# #331# #0.47683507446201606
